mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__max_depth,param_clf__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0.18452135721842447,0.021386498850332013,0.027391354242960613,0.0007331336373691326,2,100,"{'clf__max_depth': 2, 'clf__n_estimators': 100}",0.7773109243697479,0.7805907172995781,0.7974683544303798,0.7851233320332351,0.008831343571059498,30
0.377416451772054,0.04083495819750897,0.03482190767923991,0.005002094921977093,2,200,"{'clf__max_depth': 2, 'clf__n_estimators': 200}",0.7773109243697479,0.7848101265822784,0.8059071729957806,0.7893427413159357,0.012106329091658197,26
0.46662147839864093,0.03234599052330847,0.041997273763020836,0.004737867602629384,2,300,"{'clf__max_depth': 2, 'clf__n_estimators': 300}",0.7773109243697479,0.7805907172995781,0.8059071729957806,0.7879362715550355,0.012777695002369596,29
0.6977368195851644,0.04101505590360083,0.05198025703430176,0.023221340800838083,2,400,"{'clf__max_depth': 2, 'clf__n_estimators': 400}",0.7773109243697479,0.7848101265822784,0.8059071729957806,0.7893427413159357,0.012106329091658197,26
0.8756758371988932,0.08694297244605889,0.061119635899861656,0.025179941020821862,2,500,"{'clf__max_depth': 2, 'clf__n_estimators': 500}",0.7773109243697479,0.7848101265822784,0.8059071729957806,0.7893427413159357,0.012106329091658197,26
0.1886294682820638,0.01251310370425832,0.02545952796936035,0.001647978100994525,3,100,"{'clf__max_depth': 3, 'clf__n_estimators': 100}",0.8067226890756303,0.8185654008438819,0.810126582278481,0.8118048907326644,0.0049782858466885065,25
0.3841094175974528,0.03479527856452697,0.03248063723246256,0.004827003955402236,3,200,"{'clf__max_depth': 3, 'clf__n_estimators': 200}",0.8235294117647058,0.8185654008438819,0.8270042194092827,0.8230330106726235,0.003462968401829463,13
0.5006192525227865,0.016430862196577453,0.034470558166503906,0.0013398330524694263,3,300,"{'clf__max_depth': 3, 'clf__n_estimators': 300}",0.819327731092437,0.8185654008438819,0.8227848101265823,0.8202259806876336,0.001835936259820968,21
0.6492259502410889,0.024245871488355247,0.044668118158976235,0.0066640267601533075,3,400,"{'clf__max_depth': 3, 'clf__n_estimators': 400}",0.819327731092437,0.8185654008438819,0.810126582278481,0.8160065714049333,0.004169411704894204,24
0.7938941319783529,0.01782714009754365,0.04489811261494955,0.0008280970999308859,3,500,"{'clf__max_depth': 3, 'clf__n_estimators': 500}",0.819327731092437,0.8185654008438819,0.8143459915611815,0.8174130411658335,0.002190948319794006,23
0.18099443117777506,0.008848926913473923,0.025920550028483074,0.0023056562647133334,4,100,"{'clf__max_depth': 4, 'clf__n_estimators': 100}",0.819327731092437,0.8312236286919831,0.8185654008438819,0.823038920209434,0.005795824736261964,12
0.3596101601918538,0.05035100379556918,0.034003893534342446,0.002488197710361074,4,200,"{'clf__max_depth': 4, 'clf__n_estimators': 200}",0.8151260504201681,0.8312236286919831,0.8143459915611815,0.8202318902244442,0.007778854194115017,18
0.5278205076853434,0.005910701508961368,0.03659264246622721,0.0014768675298995363,4,300,"{'clf__max_depth': 4, 'clf__n_estimators': 300}",0.8151260504201681,0.8312236286919831,0.8143459915611815,0.8202318902244442,0.007778854194115017,18
0.6081789334615072,0.06244875525774646,0.04135235150655111,0.0003422073469566759,4,400,"{'clf__max_depth': 4, 'clf__n_estimators': 400}",0.8151260504201681,0.8312236286919831,0.8143459915611815,0.8202318902244442,0.007778854194115017,18
0.7124793529510498,0.07043400527424504,0.04971178372701009,0.007530686573296822,4,500,"{'clf__max_depth': 4, 'clf__n_estimators': 500}",0.8235294117647058,0.8312236286919831,0.8227848101265823,0.8258459501944238,0.003814723879671851,10
0.18934154510498047,0.001032935004578222,0.028583288192749023,0.0014548773811562696,5,100,"{'clf__max_depth': 5, 'clf__n_estimators': 100}",0.8361344537815126,0.8312236286919831,0.8185654008438819,0.8286411611057926,0.00740134039241595,6
0.4444305896759033,0.0764977826585077,0.03691903750101725,0.0007747515903622363,5,200,"{'clf__max_depth': 5, 'clf__n_estimators': 200}",0.8277310924369747,0.8312236286919831,0.8270042194092827,0.8286529801794136,0.0018417856246911856,5
0.5358625253041586,0.033621333298848,0.04118863741556803,0.0007493629406166505,5,300,"{'clf__max_depth': 5, 'clf__n_estimators': 300}",0.8235294117647058,0.8354430379746836,0.8270042194092827,0.828658889716224,0.005002470905214207,2
0.6706193288167318,0.04883907716917611,0.06213911374409994,0.0217253155780564,5,400,"{'clf__max_depth': 5, 'clf__n_estimators': 400}",0.8235294117647058,0.8396624472573839,0.8270042194092827,0.8300653594771242,0.006932851382522248,1
0.7673834164937338,0.07279536563339398,0.05010636647542318,0.001441231631514131,5,500,"{'clf__max_depth': 5, 'clf__n_estimators': 500}",0.8235294117647058,0.8354430379746836,0.8270042194092827,0.828658889716224,0.005002470905214207,2
0.24912150700887045,0.04314167600979701,0.03357140223185221,0.006370841362301363,6,100,"{'clf__max_depth': 6, 'clf__n_estimators': 100}",0.8109243697478992,0.8312236286919831,0.8312236286919831,0.8244572090439551,0.009569162434948939,11
0.36183714866638184,0.08903222554677756,0.03525153795878092,0.0026692768885321926,6,200,"{'clf__max_depth': 6, 'clf__n_estimators': 200}",0.8235294117647058,0.8270042194092827,0.8354430379746836,0.828658889716224,0.005002470905214207,2
0.5581083297729492,0.006291837449469595,0.045847813288370766,0.004925526512725852,6,300,"{'clf__max_depth': 6, 'clf__n_estimators': 300}",0.819327731092437,0.8270042194092827,0.8312236286919831,0.8258518597312342,0.004924364225996811,9
